age_house,age_garg,age_rem,lot_area,wood_deck_sf,open_porch_sf,lot_frontage,bsmtfin_sf_1,fireplaces,totrms_abvgrd,mas_vnr_area,full_bath,1st_flr_sf,total_bsmt_sf,garage_cars,garage_area,gr_liv_area,overall_qual,saleprice,ms_zoning,street,lot_shape,land_contour,utilities,condition_2,bldg_type,house_style,roof_matl,mas_vnr_type,exter_qual,bsmt_qual,bsmt_cond,kitchen_qual,garage_type,garage_finish,garage_qual,garage_cond,sale_type,neighborhood,exterior_1st,exterior_2nd
41,41.0,41,11700,0,0,78.0,298.0,0,8,0.0,1,829,727.0,2.0,441.0,1556,6,154000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NWAmes,MetalSd,MetalSd
17,17.0,16,12961,162,312,74.0,944.0,1,7,0.0,2,1152,1152.0,2.0,616.0,1797,6,231000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,Mitchel,VinylSd,VinylSd
42,42.0,42,8450,0,85,65.0,775.0,1,6,0.0,1,1056,1056.0,1.0,304.0,1056,5,142000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,VinylSd,VinylSd
1,1.0,0,5748,123,53,41.0,1573.0,1,5,473.0,2,1778,1573.0,2.0,495.0,1778,8,375000,RM,Pave,IR1,HLS,AllPub,Norm,TwnhsE,1Story,CompShg,Stone,Gd,Ex,TA,Ex,Attchd,Fin,TA,TA,New,Crawfor,CemntBd,CmentBd
5,5.0,4,7500,0,113,62.0,410.0,0,6,0.0,2,1221,1221.0,2.0,400.0,1221,7,185000,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,Somerst,VinylSd,VinylSd
87,87.0,12,10042,0,0,62.0,144.0,1,4,0.0,1,740,660.0,1.0,216.0,865,6,108500,RL,Pave,Reg,Bnk,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,Edwards,Wd Sdng,Wd Sdng
10,10.0,10,3768,0,34,35.0,549.0,0,6,218.0,2,713,691.0,2.0,506.0,1452,7,156000,FV,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Detchd,Unf,TA,TA,WD ,Somerst,MetalSd,MetalSd
5,5.0,5,9734,0,0,61.0,241.0,0,7,0.0,2,744,384.0,2.0,400.0,1374,7,167000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,None,Gd,Gd,TA,Gd,BuiltIn,Fin,TA,TA,WD ,Gilbert,VinylSd,VinylSd
3,3.0,2,3182,156,20,43.0,16.0,1,7,14.0,2,1504,1346.0,2.0,437.0,1504,7,191000,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Gd,Gd,Gd,Gd,Attchd,Fin,TA,TA,WD ,Blmngtn,VinylSd,VinylSd
52,52.0,32,12198,278,82,70.0,780.0,1,7,0.0,1,1411,1204.0,1.0,310.0,1411,5,130000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,COD,NAmes,VinylSd,VinylSd
44,11.0,44,8480,0,24,80.0,630.0,0,5,0.0,1,970,970.0,2.0,624.0,970,5,132500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,Sawyer,HdBoard,HdBoard
35,32.0,1,7200,352,0,60.0,385.0,0,5,0.0,1,875,385.0,2.0,728.0,875,4,117000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,Detchd,Unf,TA,TA,WD ,CollgCr,Plywood,Plywood
44,44.0,44,9100,0,0,70.0,338.0,0,5,0.0,1,925,925.0,1.0,429.0,925,5,117500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,NAmes,VinylSd,VinylSd
69,69.0,59,9600,0,70,130.0,428.0,2,7,0.0,1,976,728.0,1.0,256.0,1308,5,160000,RL,Pave,IR1,HLS,AllPub,Norm,1Fam,1.5Fin,CompShg,None,Gd,TA,Fa,TA,Detchd,Unf,TA,TA,WD ,Crawfor,MetalSd,MetalSd
51,51.0,9,14175,0,0,81.0,386.0,1,6,0.0,1,1375,1240.0,1.0,323.0,1375,5,187000,RL,Pave,Reg,Bnk,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,Sawyer,BrkFace,BrkFace
4,4.0,4,14277,192,228,110.0,938.0,1,7,280.0,2,1217,1317.0,3.0,818.0,2385,8,350000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Ex,TA,Gd,Attchd,Fin,TA,TA,WD ,NridgHt,VinylSd,VinylSd
1,1.0,1,13693,358,78,105.0,1728.0,1,9,554.0,2,2464,2418.0,3.0,650.0,2464,8,417500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,NridgHt,VinylSd,VinylSd
2,2.0,2,3635,143,20,51.0,988.0,1,7,130.0,2,1569,1386.0,3.0,660.0,1569,7,175900,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,Blmngtn,VinylSd,VinylSd
0,0.0,0,10933,185,24,84.0,1021.0,1,8,242.0,1,1680,1555.0,3.0,1138.0,1680,9,323262,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,New,CollgCr,VinylSd,VinylSd
4,4.0,4,8450,0,39,65.0,699.0,0,6,0.0,2,1337,1337.0,2.0,531.0,1337,7,185000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
72,57.0,56,8550,228,0,60.0,574.0,1,4,0.0,1,816,816.0,1.0,240.0,816,6,129800,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
5,5.0,5,12182,0,70,95.0,1201.0,1,7,226.0,2,1541,1541.0,2.0,532.0,1541,7,220000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,New,NridgHt,VinylSd,VinylSd
88,40.0,16,10560,0,0,60.0,283.0,0,6,0.0,1,868,738.0,2.0,624.0,1470,6,140750,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,TA,Fa,TA,TA,Detchd,Unf,TA,TA,WD ,OldTown,Wd Sdng,Wd Sdng
44,44.0,44,10205,150,72,69.0,784.0,0,6,0.0,1,999,925.0,1.0,300.0,999,5,134500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,SFoyer,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
3,3.0,3,4379,160,56,45.0,851.0,1,6,0.0,2,1378,1378.0,2.0,540.0,1378,8,214000,FV,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,Somerst,MetalSd,MetalSd
67,67.0,56,7800,0,0,65.0,507.0,1,5,0.0,1,793,793.0,2.0,410.0,1118,5,119900,RM,Pave,Reg,Lvl,AllPub,Norm,2fmCon,1.5Fin,CompShg,None,TA,Gd,TA,TA,Detchd,Unf,TA,TA,WD ,OldTown,MetalSd,MetalSd
47,47.0,5,7000,0,16,70.0,588.0,0,6,45.0,1,1134,1010.0,1.0,254.0,1134,5,135000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
83,83.0,58,8400,342,0,60.0,423.0,1,7,0.0,2,1390,1181.0,2.0,576.0,1694,6,136500,RL,Pave,Reg,Bnk,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,SWISU,MetalSd,MetalSd
50,50.0,50,31770,210,62,141.0,639.0,2,7,112.0,1,1656,1080.0,2.0,528.0,1656,6,215000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,TA,TA,Gd,TA,Attchd,Fin,TA,TA,WD ,NAmes,BrkFace,Plywood
1,0.0,0,12474,196,134,96.0,1280.0,1,9,272.0,2,1742,1682.0,3.0,846.0,2332,10,426000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,Stone,Ex,Ex,TA,Ex,BuiltIn,Fin,TA,TA,New,NridgHt,VinylSd,VinylSd
59,59.0,2,9600,0,80,80.0,607.0,1,5,0.0,1,1113,1113.0,1.0,264.0,1113,5,147000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,TA,TA,Gd,Attchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
1,1.0,1,14418,156,207,104.0,1375.0,1,7,480.0,2,1950,1950.0,3.0,706.0,1950,9,383000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,NridgHt,VinylSd,VinylSd
18,18.0,18,10400,197,39,80.0,929.0,1,6,102.0,2,1872,1845.0,2.0,604.0,1872,7,241500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,Gd,TA,TA,Attchd,Fin,TA,TA,WD ,NWAmes,Wd Sdng,Wd Sdng
3,3.0,3,13543,192,32,101.0,16.0,1,9,130.0,3,1168,1168.0,3.0,683.0,2500,8,355000,RL,Pave,IR1,HLS,AllPub,Norm,1Fam,2Story,CompShg,Stone,Gd,Ex,TA,Ex,BuiltIn,Fin,TA,TA,WD ,StoneBr,VinylSd,VinylSd
56,56.0,56,9600,110,0,80.0,1285.0,2,7,238.0,1,1644,1416.0,2.0,418.0,1644,6,167000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,NAmes,HdBoard,HdBoard
51,49.0,16,8172,0,0,60.0,167.0,0,5,0.0,1,864,864.0,2.0,572.0,864,5,115000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,Edwards,WdShing,Plywood
52,52.0,52,9000,0,44,72.0,616.0,1,6,74.0,1,1196,1196.0,1.0,297.0,1196,6,139000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
28,28.0,28,7844,0,0,74.0,209.0,1,6,203.0,1,672,672.0,2.0,440.0,1400,6,149500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,Sawyer,HdBoard,HdBoard
44,29.0,44,9100,0,0,70.0,36.0,0,6,51.0,1,988,988.0,2.0,624.0,988,5,129500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,Sawyer,Wd Sdng,Wd Sdng
59,59.0,59,11767,0,41,70.0,1078.0,0,6,0.0,1,1368,1078.0,1.0,195.0,1368,5,120000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Fa,TA,TA,Attchd,RFn,TA,TA,WD ,Edwards,MetalSd,MetalSd
6,6.0,5,8400,0,35,70.0,712.0,0,7,109.0,2,1484,1473.0,2.0,606.0,1484,7,213000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
26,26.0,26,3874,133,78,40.0,807.0,1,4,0.0,1,1226,1226.0,2.0,484.0,1226,8,190000,RL,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,Greens,Wd Sdng,Wd Sdng
44,44.0,8,10090,460,46,93.0,242.0,2,6,364.0,2,1035,725.0,1.0,276.0,1651,7,172000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,TA,TA,TA,TA,BuiltIn,Unf,TA,TA,WD ,NAmes,Plywood,Plywood
71,51.0,51,8877,0,0,67.0,690.0,1,3,0.0,1,816,816.0,1.0,288.0,816,4,100000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,Fa,Fa,WD ,Edwards,MetalSd,MetalSd
1,1.0,1,11058,0,24,85.0,56.0,0,6,212.0,2,1564,1564.0,3.0,814.0,1564,7,218836,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
19,19.0,19,4740,0,108,38.0,248.0,0,5,0.0,2,1179,1166.0,2.0,480.0,1179,8,182000,RL,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,StoneBr,CemntBd,CmentBd
50,50.0,11,9240,156,0,66.0,708.0,0,6,0.0,2,988,988.0,1.0,297.0,988,6,149500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,TA,TA,Gd,Attchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
29,29.0,29,2304,108,32,24.0,632.0,0,4,0.0,2,1055,1061.0,1.0,319.0,1055,7,142500,RL,Pave,Reg,Lvl,AllPub,Norm,Twnhs,1Story,CompShg,None,TA,Gd,TA,TA,Attchd,Unf,TA,TA,WD ,NPkVill,Plywood,Brk Cmn
81,34.0,57,7223,0,0,54.0,319.0,0,6,0.0,1,1422,1290.0,1.0,352.0,1422,5,136500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,Crawfor,Stucco,Plywood
20,20.0,20,12680,0,48,63.0,983.0,1,6,102.0,2,1688,1675.0,2.0,528.0,1688,7,226500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,Gd,Ex,Attchd,RFn,TA,TA,WD ,NWAmes,Plywood,Wd Sdng
20,20.0,20,10176,192,0,85.0,637.0,1,5,0.0,1,1341,1300.0,2.0,506.0,1341,7,171500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,Gd,Attchd,Unf,TA,TA,WD ,Gilbert,HdBoard,HdBoard
30,30.0,30,10780,0,0,55.0,483.0,0,6,0.0,1,954,911.0,2.0,576.0,954,5,132500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,CollgCr,MetalSd,MetalSd
7,7.0,7,10646,0,0,79.0,681.0,1,7,513.0,2,872,858.0,2.0,546.0,1789,7,223000,FV,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,Somerst,VinylSd,VinylSd
55,55.0,15,15428,0,0,85.0,741.0,0,4,0.0,1,884,884.0,1.0,270.0,884,5,142000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,NAmes,MetalSd,MetalSd
32,32.0,7,10140,265,0,78.0,663.0,1,5,99.0,1,1309,1040.0,2.0,484.0,1309,6,181000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,Gd,Attchd,RFn,TA,TA,WD ,NWAmes,HdBoard,HdBoard
33,33.0,33,3964,728,20,42.0,837.0,1,10,0.0,2,1291,942.0,2.0,576.0,2521,6,151400,RM,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,2Story,CompShg,None,TA,Gd,TA,TA,Attchd,Fin,TA,TA,WD ,MeadowV,CemntBd,CmentBd
22,22.0,22,10421,228,66,80.0,394.0,1,7,42.0,2,980,980.0,2.0,496.0,1714,7,196500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,TA,Gd,TA,TA,Attchd,Unf,TA,TA,WD ,NWAmes,HdBoard,HdBoard
40,40.0,40,9000,0,0,75.0,955.0,0,5,200.0,1,1216,1216.0,1.0,336.0,1216,6,113000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NWAmes,HdBoard,HdBoard
0,0.0,0,8089,140,0,60.0,945.0,1,7,0.0,2,1419,1419.0,2.0,567.0,1419,8,392000,RL,Pave,Reg,HLS,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,New,StoneBr,MetalSd,MetalSd
7,7.0,7,2117,0,32,24.0,417.0,0,4,216.0,2,769,756.0,2.0,440.0,1573,6,177000,FV,Pave,Reg,Lvl,AllPub,Norm,Twnhs,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Detchd,Unf,TA,TA,WD ,Somerst,MetalSd,MetalSd
9,9.0,9,8413,147,0,106.0,901.0,2,8,0.0,2,1220,1220.0,2.0,1105.0,2362,8,312500,FV,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,Gd,Ex,TA,Gd,Attchd,RFn,Gd,TA,WD ,Somerst,VinylSd,VinylSd
12,12.0,12,9950,224,114,82.0,565.0,1,9,290.0,2,1214,1203.0,3.0,721.0,2520,7,290000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NoRidge,VinylSd,VinylSd
36,36.0,8,15410,296,0,39.0,126.0,2,7,250.0,2,1494,1208.0,2.0,461.0,1494,6,169000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkCmn,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,Sawyer,Plywood,Plywood
85,85.0,56,6000,0,0,50.0,616.0,0,4,0.0,1,616,616.0,1.0,205.0,616,5,89000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,BrkSide,Wd Sdng,Wd Shng
6,6.0,5,10655,0,0,85.0,1124.0,1,7,296.0,2,1629,3206.0,3.0,880.0,1629,8,284000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NridgHt,VinylSd,VinylSd
49,49.0,49,10150,0,0,70.0,456.0,0,5,1.0,1,912,912.0,1.0,275.0,912,5,114500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,COD,NAmes,Wd Sdng,Wd Sdng
1,1.0,0,10084,144,20,84.0,24.0,0,7,196.0,2,1552,1552.0,3.0,782.0,1552,7,212900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,New,CollgCr,VinylSd,VinylSd
8,8.0,8,3230,0,32,34.0,419.0,1,5,1129.0,2,729,729.0,2.0,440.0,1458,6,176000,FV,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,2Story,CompShg,BrkFace,TA,Gd,TA,TA,Detchd,Unf,TA,TA,WD ,Somerst,MetalSd,MetalSd
4,4.0,4,8320,0,45,64.0,490.0,0,6,0.0,2,770,770.0,2.0,520.0,1582,7,185900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
39,20.0,39,6960,96,0,60.0,375.0,0,5,0.0,1,864,864.0,2.0,660.0,864,4,120500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,Detchd,Unf,TA,TA,WD ,NAmes,HdBoard,Plywood
26,26.0,0,6600,0,0,60.0,641.0,1,5,0.0,1,816,816.0,1.0,264.0,816,5,130500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,TA,TA,Gd,Attchd,Unf,TA,TA,WD ,Mitchel,VinylSd,VinylSd
0,0.0,0,11778,0,0,91.0,2085.0,2,7,554.0,2,2276,2271.0,3.0,1348.0,2276,9,475000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Gd,TA,Ex,Attchd,RFn,Gd,TA,WD ,CollgCr,VinylSd,VinylSd
0,0.0,0,10562,178,120,86.0,1288.0,1,8,300.0,1,1610,1582.0,3.0,789.0,2161,8,325624,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,Stone,Gd,Ex,TA,Ex,Attchd,Fin,TA,TA,New,NridgHt,VinylSd,VinylSd
5,5.0,5,12864,0,144,44.0,1392.0,1,4,0.0,1,1409,1409.0,2.0,576.0,1409,7,245000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,Mitchel,VinylSd,VinylSd
4,4.0,4,13695,0,102,66.0,646.0,0,6,0.0,1,1114,1114.0,2.0,576.0,1114,5,159000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,Detchd,Unf,TA,TA,WD ,SawyerW,VinylSd,VinylSd
42,42.0,42,10289,0,0,79.0,836.0,0,6,168.0,1,1073,1073.0,2.0,515.0,1073,5,156000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,MetalSd,MetalSd
1,1.0,1,15431,0,72,105.0,1767.0,2,10,200.0,2,2402,3094.0,3.0,672.0,2402,10,555000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,NridgHt,VinylSd,VinylSd
13,13.0,13,9069,288,0,73.0,261.0,0,8,0.0,2,1440,1344.0,4.0,920.0,1440,6,224500,RL,Pave,Reg,Lvl,AllPub,Norm,Duplex,SFoyer,CompShg,None,Gd,Gd,TA,Gd,Attchd,Unf,TA,TA,WD ,SawyerW,HdBoard,HdBoard
26,26.0,3,6600,0,0,60.0,638.0,0,6,0.0,1,845,845.0,1.0,264.0,845,5,134500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,Attchd,Unf,TA,TA,WD ,Mitchel,HdBoard,Plywood
46,46.0,46,9150,64,110,101.0,371.0,1,6,305.0,1,1431,1099.0,1.0,296.0,1431,6,165000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,SLvl,Tar&Grv,BrkFace,TA,Gd,TA,TA,Basment,RFn,TA,TA,WD ,NAmes,Plywood,Plywood
42,42.0,42,7150,0,0,65.0,432.0,0,5,60.0,1,892,892.0,1.0,288.0,892,5,100000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,HdBoard,HdBoard
51,51.0,32,17920,0,418,102.0,306.0,1,6,0.0,1,1779,1763.0,2.0,454.0,1779,5,170000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,Sawyer,Wd Sdng,Plywood
83,23.0,58,7006,0,0,62.0,121.0,1,6,0.0,2,788,768.0,1.0,384.0,1236,6,127000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,IDOTRR,Stucco,Stucco
3,3.0,3,9135,192,23,70.0,340.0,0,7,120.0,2,1700,1682.0,2.0,544.0,1700,6,200000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
58,58.0,57,10496,0,0,78.0,196.0,1,7,320.0,2,1168,1040.0,1.0,315.0,1846,6,143000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
44,5.0,44,8308,0,0,67.0,132.0,0,4,20.0,1,1088,1088.0,2.0,520.0,1088,4,110000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,TA,TA,TA,TA,Detchd,Unf,TA,TA,COD,Edwards,VinylSd,VinylSd
1,1.0,1,9317,0,22,78.0,24.0,1,6,0.0,2,1314,1314.0,2.0,440.0,1314,6,176432,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
2,2.0,0,8814,264,98,68.0,925.0,0,6,80.0,2,1274,1274.0,2.0,508.0,1274,7,203000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,New,CollgCr,VinylSd,VinylSd
1,1.0,1,14463,0,95,79.0,1115.0,0,7,406.0,2,1641,1641.0,3.0,885.0,1641,9,316500,RL,Pave,IR1,HLS,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,Timber,CemntBd,CmentBd
49,49.0,49,9750,0,0,65.0,200.0,0,5,164.0,1,984,984.0,1.0,308.0,984,5,110000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,Fa,Detchd,Unf,TA,TA,WD ,OldTown,MetalSd,MetalSd
87,10.0,57,6000,0,0,50.0,250.0,0,5,0.0,1,960,960.0,1.0,308.0,960,4,108500,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Fa,Detchd,Unf,TA,TA,WD ,OldTown,MetalSd,MetalSd
