id,lot_area,utilities,neighborhood,bldg_type,house_style,overall_qual,overall_cond,foundation,bsmtfin_type_2,total_bsmt_sf,heating,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,garage_type,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,pool_area,mo_sold,sale_type,saleprice,age
803,14684,AllPub,SawyerW,1Fam,1Story,7,7,CBlock,BLQ,2158.0,GasA,2196,0,2196,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,3.0,701.0,Y,84,70,0,0,6,WD ,271900,19
1595,2665,AllPub,MeadowV,TwnhsE,2Story,5,6,PConc,Unf,264.0,GasA,616,688,1304,0.0,0.0,1,1,3,1,TA,4,1,BuiltIn,1.0,336.0,Y,141,24,0,0,6,WD ,115000,32
1319,5250,AllPub,OldTown,1Fam,2Story,8,5,BrkTil,Unf,684.0,OthW,938,1215,2358,0.0,0.0,2,0,4,1,TA,8,0,,0.0,0.0,Y,0,54,20,0,12,WD ,122000,136
2231,18044,AllPub,Crawfor,1Fam,1Story,8,5,CBlock,Unf,279.0,GasA,2726,0,2726,0.0,0.0,2,1,2,1,Gd,6,1,Attchd,2.0,691.0,Y,216,64,169,228,8,WD ,315000,21
2162,9245,AllPub,CollgCr,1Fam,2Story,7,5,PConc,Unf,939.0,GasA,939,858,1797,0.0,0.0,2,1,3,1,Gd,8,0,Attchd,2.0,639.0,Y,144,53,0,0,4,WD ,213500,1
2622,7200,AllPub,NAmes,1Fam,1Story,5,7,CBlock,,0.0,GasA,1040,0,1040,0.0,0.0,1,0,2,1,TA,5,0,Detchd,2.0,625.0,Y,0,0,0,0,6,WD ,109500,56
1300,6000,AllPub,OldTown,1Fam,1Story,5,5,CBlock,BLQ,789.0,GasA,789,0,789,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1.0,250.0,Y,0,0,0,0,4,WD ,115000,60
2505,3628,AllPub,Somerst,TwnhsE,1Story,7,5,PConc,Unf,1143.0,GasA,1143,0,1143,0.0,0.0,1,1,1,1,Gd,5,1,Attchd,2.0,588.0,Y,0,191,0,0,5,WD ,176400,2
582,9156,AllPub,NWAmes,1Fam,1Story,6,7,CBlock,Unf,1489.0,GasA,1489,0,1489,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,2.0,462.0,Y,0,0,0,0,8,WD ,185750,41
1458,9066,AllPub,CollgCr,1Fam,2Story,8,5,PConc,Unf,1004.0,GasA,1004,848,1852,0.0,0.0,2,1,3,1,Gd,7,2,Attchd,3.0,660.0,Y,224,106,0,0,12,WD ,230000,9
281,6410,AllPub,Edwards,1Fam,1Story,4,5,CBlock,Unf,960.0,GasA,960,0,960,0.0,0.0,1,0,3,1,TA,5,0,,0.0,0.0,Y,0,0,0,0,5,WD ,90000,52
1499,63887,AllPub,Edwards,1Fam,2Story,10,5,PConc,Unf,6110.0,GasA,4692,950,5642,2.0,0.0,2,1,3,1,Ex,12,3,Attchd,2.0,1418.0,Y,214,292,0,480,1,New,160000,0
2298,7244,AllPub,Mitchel,1Fam,SFoyer,5,7,CBlock,Unf,768.0,GasA,768,0,768,1.0,0.0,1,0,2,1,TA,5,0,Detchd,2.0,624.0,Y,104,0,0,0,4,WD ,129500,37
2580,10152,AllPub,NAmes,1Fam,1Story,6,6,CBlock,Unf,1124.0,GasA,1124,0,1124,1.0,0.0,1,0,3,1,TA,6,1,Attchd,1.0,353.0,Y,0,211,180,0,5,WD ,153000,50
568,3000,AllPub,Somerst,TwnhsE,2Story,6,5,PConc,Unf,612.0,GasA,612,612,1224,0.0,0.0,2,1,2,1,Gd,4,0,Detchd,2.0,528.0,Y,0,234,0,0,6,New,173733,0
1807,7500,AllPub,SawyerW,1Fam,1Story,6,5,PConc,Unf,1100.0,GasA,1100,0,1100,0.0,0.0,1,1,3,1,TA,6,0,,0.0,0.0,Y,0,136,0,0,6,New,146000,1
129,17360,AllPub,NAmes,1Fam,1.5Fin,6,6,CBlock,Unf,782.0,GasA,1019,537,1556,0.0,0.0,2,0,3,1,TA,6,1,Attchd,2.0,470.0,Y,0,0,150,0,1,WD ,172500,61
2294,15957,AllPub,Mitchel,1Fam,SLvl,6,6,PConc,Unf,1244.0,GasA,1356,0,1356,2.0,0.0,2,0,3,1,TA,6,1,Attchd,2.0,528.0,Y,1424,0,0,0,9,WD ,188000,30
1860,9600,AllPub,Veenker,1Fam,1Story,6,8,CBlock,Unf,1262.0,GasA,1262,0,1262,0.0,1.0,2,0,3,1,TA,6,1,Attchd,2.0,460.0,Y,298,0,0,0,5,WD ,181500,31
839,10667,AllPub,CollgCr,1Fam,2Story,7,6,PConc,ALQ,799.0,GasA,827,834,1661,1.0,0.0,2,1,3,1,Gd,6,1,Attchd,2.0,550.0,Y,158,61,0,0,4,ConLw,212000,13
2349,10530,AllPub,NWAmes,1Fam,2Story,7,5,CBlock,Unf,945.0,GasA,945,912,1857,0.0,0.0,2,1,4,1,TA,8,1,Attchd,2.0,482.0,Y,400,105,0,0,7,WD ,188900,28
1903,5000,AllPub,BrkSide,1Fam,1Story,3,3,CBlock,Unf,666.0,GasA,666,0,666,0.0,1.0,1,0,2,1,Gd,4,0,,0.0,0.0,N,0,52,0,0,4,WD ,64500,61
234,17082,AllPub,ClearCr,1Fam,2Story,6,5,PConc,Unf,1117.0,GasA,1117,864,1981,1.0,0.0,2,1,4,1,Gd,8,1,Attchd,2.0,522.0,Y,336,104,0,0,5,WD ,230000,32
2172,16287,AllPub,Edwards,1Fam,1.5Fin,5,6,CBlock,BLQ,901.0,GasA,901,450,1351,1.0,0.0,1,0,3,1,TA,7,1,Detchd,2.0,576.0,N,0,0,43,0,7,WD ,122000,82
2588,11050,AllPub,NAmes,1Fam,1Story,5,5,CBlock,Unf,1005.0,GasA,1005,0,1005,0.0,0.0,1,0,2,1,TA,6,1,Attchd,1.0,319.0,Y,0,0,0,0,7,WD ,133500,50
1289,10440,AllPub,OldTown,1Fam,1.5Fin,6,7,BrkTil,Unf,1510.0,GasW,1584,1208,2792,0.0,0.0,2,0,5,1,TA,8,2,Detchd,2.0,520.0,Y,0,547,0,0,6,WD ,256000,88
1596,2665,AllPub,MeadowV,TwnhsE,2Story,5,7,PConc,Unf,550.0,GasA,925,550,1475,0.0,0.0,2,0,4,1,TA,6,1,Attchd,1.0,336.0,Y,92,26,0,0,5,WD ,129500,32
264,10389,AllPub,CollgCr,1Fam,1Story,8,5,PConc,Unf,1978.0,GasA,1978,0,1978,1.0,0.0,2,1,3,1,Gd,8,1,Attchd,3.0,850.0,Y,188,25,0,0,5,WD ,318000,7
451,9658,AllPub,NridgHt,1Fam,1Story,8,5,PConc,Unf,1598.0,GasA,1606,0,1606,0.0,0.0,2,0,3,1,Gd,6,1,Attchd,3.0,871.0,Y,230,60,0,0,7,WD ,255900,3
536,7500,AllPub,SawyerW,1Fam,1Story,6,5,PConc,Unf,1158.0,GasA,1158,0,1158,0.0,0.0,1,1,3,1,Gd,5,0,,0.0,0.0,Y,0,50,0,0,8,WD ,143500,5
43,14122,AllPub,NridgHt,1Fam,1Story,8,5,PConc,Unf,1822.0,GasA,1822,0,1822,0.0,0.0,2,0,3,1,Ex,8,1,Attchd,3.0,678.0,Y,0,119,0,0,2,WD ,259000,5
2223,21000,AllPub,Crawfor,1Fam,1Story,6,5,CBlock,Rec,1809.0,GasA,2259,0,2259,1.0,0.0,2,0,3,1,Gd,7,2,Basment,2.0,450.0,Y,166,120,192,0,10,COD,217000,54
2009,8737,AllPub,BrkSide,1Fam,1.5Fin,6,7,BrkTil,Unf,1065.0,GasA,915,720,1635,0.0,0.0,1,1,3,1,TA,6,1,Detchd,2.0,440.0,Y,0,38,0,0,5,WD ,210000,84
394,8750,AllPub,NAmes,1Fam,1Story,5,6,CBlock,Unf,1002.0,GasA,1002,0,1002,1.0,0.0,1,0,3,1,TA,5,0,Detchd,2.0,902.0,Y,0,0,0,0,8,WD ,148500,39
1738,8499,AllPub,Gilbert,1Fam,2Story,6,5,PConc,Unf,616.0,GasA,616,796,1412,0.0,0.0,2,1,3,1,Gd,6,1,BuiltIn,2.0,432.0,Y,0,36,0,0,3,New,156932,1
1196,11072,AllPub,NAmes,Duplex,1Story,5,5,CBlock,Unf,1728.0,GasA,1728,0,1728,0.0,0.0,2,0,6,2,TA,10,0,Detchd,2.0,576.0,Y,0,0,0,0,11,WD ,145000,43
828,6762,AllPub,CollgCr,1Fam,1Story,7,5,PConc,Unf,1282.0,GasA,1290,0,1290,1.0,0.0,2,0,2,1,Gd,6,1,Attchd,2.0,662.0,Y,168,0,0,0,5,WD ,200000,2
1694,15431,AllPub,NridgHt,1Fam,1Story,10,5,PConc,Unf,1994.0,GasA,2046,0,2046,1.0,0.0,2,1,2,1,Ex,7,2,Attchd,3.0,878.0,Y,188,65,0,0,8,WD ,450000,2
571,3230,AllPub,Somerst,TwnhsE,2Story,6,5,PConc,Unf,729.0,GasA,742,729,1471,0.0,0.0,2,1,3,1,TA,6,0,Detchd,2.0,440.0,Y,0,24,0,0,3,WD ,172500,10
1192,10800,AllPub,NWAmes,1Fam,2Story,6,7,CBlock,Rec,1522.0,GasA,1548,1066,2614,0.0,0.0,2,1,4,1,TA,9,1,Attchd,2.0,624.0,Y,38,243,0,0,6,WD ,240000,34
1806,11143,AllPub,Somerst,1Fam,2Story,8,5,PConc,Unf,1580.0,GasA,1580,886,2466,0.0,0.0,3,0,4,1,Gd,8,1,Attchd,2.0,610.0,Y,159,214,0,0,12,WD ,340000,3
962,8925,AllPub,Timber,1Fam,1Story,8,5,PConc,Unf,1466.0,GasA,1466,0,1466,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,3.0,610.0,Y,100,18,0,0,7,WD ,201000,2
2142,10356,AllPub,CollgCr,1Fam,1Story,5,6,CBlock,Unf,969.0,GasA,969,0,969,0.0,0.0,1,1,3,1,TA,5,0,Attchd,2.0,440.0,Y,0,0,0,0,1,WD ,122000,32
1648,12299,AllPub,NWAmes,1Fam,1Story,7,6,CBlock,Unf,1529.0,GasA,1664,0,1664,1.0,0.0,2,0,3,1,Gd,7,1,Attchd,2.0,663.0,Y,0,0,0,0,9,WD ,213000,29
618,9900,AllPub,NAmes,1Fam,1Story,6,5,CBlock,Unf,1680.0,GasA,1691,0,1691,1.0,0.0,1,0,2,1,TA,5,0,Attchd,2.0,550.0,Y,0,67,260,0,4,WD ,175000,42
2108,6762,AllPub,CollgCr,1Fam,1Story,7,5,PConc,Unf,1208.0,GasA,1208,0,1208,1.0,0.0,2,0,2,1,Gd,6,0,Attchd,2.0,628.0,Y,105,54,0,0,9,New,195400,0
772,11625,AllPub,Sawyer,1Fam,1Story,5,6,CBlock,Unf,1052.0,GasA,1052,0,1052,0.0,0.0,1,1,3,1,TA,6,1,Attchd,1.0,668.0,Y,0,215,0,0,4,WD ,113500,42
2672,6435,AllPub,BrkSide,1Fam,1.5Fin,6,5,BrkTil,Unf,972.0,GasA,972,605,1577,0.0,0.0,1,0,3,1,Fa,6,1,Detchd,1.0,312.0,Y,0,0,0,0,10,WD ,140200,67
2492,8450,AllPub,Sawyer,1Fam,1Story,5,6,CBlock,Rec,882.0,GasA,909,0,909,0.0,0.0,1,0,3,1,TA,5,0,Attchd,1.0,294.0,Y,0,155,0,0,11,COD,116000,38
2903,11577,AllPub,Timber,1Fam,1Story,9,5,PConc,Unf,1838.0,GasA,1838,0,1838,1.0,0.0,2,0,3,1,Ex,9,1,Attchd,3.0,682.0,Y,161,225,0,0,9,New,359900,1
2783,8340,AllPub,CollgCr,1Fam,2Story,6,6,CBlock,Unf,675.0,GasA,686,702,1388,0.0,0.0,1,1,3,1,TA,6,0,Attchd,1.0,317.0,Y,406,36,0,0,12,WD ,157500,29
786,10708,AllPub,ClearCr,1Fam,1Story,5,5,CBlock,BLQ,1617.0,GasA,1867,0,1867,1.0,0.0,1,0,2,1,TA,7,3,Attchd,1.0,303.0,Y,476,0,0,0,11,COD,190000,54
740,6911,AllPub,BrkSide,1Fam,1Story,5,5,PConc,Unf,1145.0,GasA,1301,0,1301,0.0,0.0,1,0,2,1,Fa,5,0,Detchd,2.0,440.0,Y,0,0,0,0,10,WD ,100000,85
2546,8800,AllPub,NAmes,1Fam,1Story,6,6,CBlock,Unf,1251.0,GasA,1251,0,1251,1.0,0.0,1,0,3,1,TA,6,2,Attchd,1.0,461.0,Y,0,116,0,0,3,WD ,160000,42
851,10739,AllPub,CollgCr,1Fam,1Story,7,5,PConc,Unf,1431.0,GasA,1444,0,1444,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,2.0,577.0,Y,144,40,0,0,4,WD ,203000,7
1833,9572,AllPub,NoRidge,1Fam,2Story,8,5,PConc,Unf,1453.0,GasA,1453,1357,2810,0.0,0.0,2,1,4,1,Gd,9,1,Attchd,2.0,750.0,Y,500,0,0,0,6,WD ,302000,17
76,8012,AllPub,SawyerW,TwnhsE,1Story,6,5,CBlock,BLQ,923.0,GasA,923,0,923,0.0,0.0,2,0,2,1,TA,5,1,Attchd,1.0,264.0,Y,80,0,0,0,5,WD ,143000,30
2151,16226,AllPub,CollgCr,1Fam,2Story,8,5,PConc,Unf,1028.0,GasA,1210,1242,2452,0.0,0.0,2,1,4,1,Gd,9,1,BuiltIn,2.0,683.0,Y,208,50,0,0,5,WD ,267000,9
1880,10899,AllPub,NAmes,Duplex,1Story,4,5,Slab,,0.0,GasA,1224,0,1224,0.0,0.0,2,0,2,2,TA,8,0,CarPort,3.0,530.0,Y,0,0,0,0,4,WD ,103000,43
2907,4500,AllPub,Mitchel,TwnhsE,1Story,6,5,PConc,Unf,1237.0,GasA,1337,0,1337,1.0,0.0,2,0,2,1,TA,5,0,Attchd,2.0,405.0,Y,0,199,0,0,3,WD ,153500,8
1831,16647,AllPub,Sawyer,1Fam,SFoyer,5,5,CBlock,Unf,1390.0,GasA,1701,0,1701,1.0,0.0,2,0,3,1,TA,6,2,Basment,2.0,611.0,Y,0,0,0,0,1,WD ,171000,32
2836,8707,AllPub,Edwards,1Fam,1.5Fin,4,5,BrkTil,Unf,1093.0,GasA,1093,576,1669,0.0,0.0,1,1,4,1,TA,9,0,Attchd,1.0,288.0,Y,0,0,56,0,5,WD ,107000,82
1955,8300,AllPub,NAmes,1Fam,1Story,6,6,CBlock,Unf,952.0,GasA,952,0,952,1.0,0.0,1,0,3,1,TA,5,0,Attchd,1.0,288.0,Y,0,0,0,0,8,WD ,128500,39
1926,9770,AllPub,NAmes,1Fam,1Story,5,5,CBlock,Unf,922.0,GasA,922,0,922,1.0,0.0,1,0,2,1,TA,5,0,Attchd,1.0,308.0,Y,0,34,0,0,4,WD ,116000,50
2924,17400,AllPub,Mitchel,1Fam,1Story,5,5,CBlock,Unf,1126.0,GasA,1126,0,1126,1.0,0.0,2,0,3,1,TA,5,1,Attchd,2.0,484.0,P,295,41,0,0,5,WD ,160000,29
1003,5070,AllPub,StoneBr,TwnhsE,1Story,8,5,PConc,Unf,1280.0,GasA,1280,0,1280,0.0,0.0,2,0,2,1,Gd,5,0,Attchd,2.0,506.0,Y,0,82,0,0,8,WD ,180000,16
1667,7920,AllPub,NAmes,1Fam,1Story,5,5,CBlock,GLQ,914.0,GasA,914,0,914,0.0,0.0,1,0,3,1,Ex,5,0,Attchd,1.0,368.0,Y,120,0,0,0,10,WD ,133000,37
2905,7020,AllPub,Mitchel,Duplex,SFoyer,7,5,PConc,Unf,1288.0,GasA,1368,0,1368,2.0,0.0,2,0,2,2,TA,8,0,Attchd,4.0,784.0,Y,0,48,0,0,11,WD ,215000,9
921,7500,AllPub,Crawfor,1Fam,2Story,6,7,CBlock,Unf,771.0,GasA,753,741,1494,0.0,0.0,1,0,3,1,Gd,7,2,Attchd,1.0,213.0,P,0,0,0,0,11,WD ,177500,67
1780,10612,AllPub,Somerst,1Fam,1Story,8,5,PConc,Unf,1524.0,GasA,1534,0,1534,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,2.0,484.0,Y,168,46,0,0,1,WD ,215000,1
746,6120,AllPub,BrkSide,1Fam,1.5Fin,5,6,BrkTil,Unf,952.0,GasA,994,588,1582,0.0,0.0,2,0,3,1,TA,6,1,Detchd,1.0,250.0,Y,189,0,34,0,2,WD ,150000,71
254,12376,AllPub,SawyerW,1Fam,2Story,7,5,PConc,Unf,1673.0,GasA,1699,1523,3222,1.0,0.0,3,0,5,1,Gd,11,2,Attchd,3.0,594.0,Y,367,0,0,0,5,WD ,320000,20
606,10004,AllPub,NAmes,1Fam,1Story,6,6,CBlock,BLQ,1516.0,GasA,1516,0,1516,0.0,0.0,1,1,3,1,TA,6,0,Attchd,2.0,472.0,Y,0,0,0,0,2,WD ,167000,45
2703,8250,AllPub,Edwards,1Fam,1Story,5,7,Slab,,0.0,GasA,1032,0,1032,0.0,0.0,1,0,2,1,TA,6,1,Detchd,1.0,260.0,Y,0,0,121,0,6,WD ,125000,71
1306,12205,AllPub,OldTown,1Fam,1Story,3,1,BrkTil,Unf,448.0,GasA,1588,0,1588,0.0,0.0,2,0,5,1,TA,6,0,,0.0,0.0,N,0,0,0,0,12,WD ,65000,59
2102,11175,AllPub,CollgCr,1Fam,1Story,7,5,PConc,Unf,1316.0,GasA,1316,0,1316,0.0,0.0,2,0,3,1,Gd,6,1,Attchd,2.0,440.0,Y,0,20,0,0,10,New,200141,0
1784,9965,AllPub,Somerst,1Fam,1Story,7,5,PConc,Unf,1528.0,GasA,1528,0,1528,0.0,0.0,3,2,3,1,Gd,6,1,Attchd,2.0,480.0,Y,0,228,0,0,9,New,235876,0
941,8660,AllPub,IDOTRR,1Fam,2Story,5,6,BrkTil,Unf,760.0,GasA,928,928,2168,0.0,0.0,2,0,5,1,Gd,11,0,Detchd,2.0,576.0,Y,467,160,78,0,12,WD ,123000,109
2699,12375,AllPub,Sawyer,1Fam,1.5Fin,5,5,CBlock,Unf,806.0,GasA,1081,341,1422,1.0,0.0,1,0,3,1,TA,7,1,Detchd,1.0,288.0,Y,0,0,0,0,6,WD ,137500,55
2127,8070,AllPub,CollgCr,1Fam,1Story,4,5,PConc,Unf,990.0,GasA,990,0,990,1.0,0.0,1,0,3,1,TA,5,0,,0.0,0.0,Y,0,0,0,0,8,WD ,123600,13
2607,8658,AllPub,NAmes,1Fam,1Story,6,5,CBlock,Unf,1088.0,GasA,1324,0,1324,0.0,0.0,2,0,3,1,TA,6,1,Attchd,2.0,440.0,Y,0,138,0,0,12,WD ,160000,41
1754,8063,AllPub,Gilbert,1Fam,2Story,6,5,PConc,Unf,924.0,GasA,948,742,1690,0.0,0.0,2,1,3,1,TA,7,1,Attchd,2.0,463.0,Y,100,48,0,0,11,WD ,181000,7
1367,8235,AllPub,OldTown,1Fam,1Story,5,7,CBlock,Rec,825.0,GasA,825,0,825,1.0,0.0,1,0,2,1,TA,4,0,Detchd,2.0,720.0,Y,140,50,0,0,6,WD ,125000,53
580,11700,AllPub,NWAmes,1Fam,2Story,6,6,CBlock,Unf,727.0,GasA,829,727,1556,0.0,0.0,1,1,4,1,TA,8,0,Attchd,2.0,441.0,Y,0,0,0,0,5,WD ,154000,41
341,12961,AllPub,Mitchel,1Fam,2Story,6,5,PConc,Unf,1152.0,GasA,1152,645,1797,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,2.0,616.0,Y,162,312,0,0,3,WD ,231000,17
26,8450,AllPub,NAmes,1Fam,1Story,5,6,CBlock,Unf,1056.0,GasA,1056,0,1056,1.0,0.0,1,0,3,1,TA,6,1,Attchd,1.0,304.0,Y,0,85,184,0,7,WD ,142000,42
2667,22950,AllPub,OldTown,1Fam,2.5Fin,10,9,BrkTil,Unf,1107.0,GasA,1518,1518,3608,0.0,0.0,2,1,4,1,Ex,12,2,Detchd,3.0,840.0,Y,0,260,0,0,6,WD ,475000,114
2884,5748,AllPub,Crawfor,TwnhsE,1Story,8,5,PConc,Unf,1573.0,GasA,1778,0,1778,2.0,0.0,2,0,2,1,Ex,5,1,Attchd,2.0,495.0,Y,123,53,0,0,2,New,375000,1
28,10500,AllPub,NAmes,1Fam,1Story,4,5,CBlock,Unf,864.0,GasA,864,0,864,0.0,0.0,1,0,3,1,TA,5,1,,0.0,0.0,Y,0,0,0,0,4,ConLI,115000,39
531,7500,AllPub,Somerst,1Fam,1Story,7,5,PConc,Unf,1221.0,GasA,1221,0,1221,1.0,0.0,2,0,2,1,Gd,6,0,Attchd,2.0,400.0,Y,0,113,0,0,10,WD ,185000,5
2189,10042,AllPub,Edwards,1Fam,1.5Fin,6,8,BrkTil,ALQ,660.0,GasA,740,125,865,1.0,0.0,1,0,2,1,TA,4,1,Detchd,1.0,216.0,Y,0,0,84,0,8,WD ,108500,87
2508,2544,AllPub,Somerst,Twnhs,2Story,7,5,PConc,Unf,600.0,GasA,520,623,1223,0.0,0.0,2,1,2,1,Gd,4,0,Detchd,2.0,480.0,Y,0,166,0,0,7,WD ,147400,1
573,3768,AllPub,Somerst,TwnhsE,2Story,7,5,PConc,Unf,691.0,GasA,713,739,1452,1.0,0.0,2,1,3,1,Gd,6,0,Detchd,2.0,506.0,Y,0,34,0,0,9,WD ,156000,10
1363,10320,AllPub,IDOTRR,1Fam,1.5Fin,5,6,BrkTil,Unf,880.0,GasA,880,428,1308,0.0,0.0,2,0,2,1,TA,6,0,Detchd,2.0,400.0,Y,0,0,117,0,4,WD ,120000,93
487,9734,AllPub,Gilbert,1Fam,SLvl,7,5,PConc,Rec,384.0,GasA,744,630,1374,0.0,0.0,2,1,3,1,Gd,7,0,BuiltIn,2.0,400.0,Y,0,0,0,0,5,WD ,167000,5
1083,3182,AllPub,Blmngtn,TwnhsE,1Story,7,5,PConc,Unf,1346.0,GasA,1504,0,1504,0.0,0.0,2,0,2,1,Gd,7,1,Attchd,2.0,437.0,Y,156,20,0,0,5,WD ,191000,3
1620,8872,AllPub,Gilbert,1Fam,SLvl,6,5,PConc,Unf,384.0,GasA,754,630,1384,0.0,0.0,2,1,3,1,TA,7,1,BuiltIn,2.0,390.0,Y,0,0,0,0,3,WD ,161500,10
1929,12198,AllPub,NAmes,1Fam,1Story,5,6,CBlock,Unf,1204.0,GasA,1411,0,1411,0.0,0.0,1,0,3,1,TA,7,1,Attchd,1.0,310.0,Y,278,82,0,0,6,COD,130000,52
1820,8480,AllPub,Sawyer,1Fam,1Story,5,6,CBlock,Unf,970.0,GasA,970,0,970,1.0,0.0,1,0,2,1,TA,5,0,Detchd,2.0,624.0,Y,0,24,0,0,7,WD ,132500,44
1398,10200,AllPub,Sawyer,1Fam,SLvl,5,8,PConc,Unf,864.0,GasA,904,0,904,0.0,0.0,1,0,3,1,Gd,5,0,2Types,3.0,912.0,Y,143,0,0,0,6,WD ,144000,38
2177,9555,AllPub,Edwards,Duplex,2Story,5,6,Slab,,0.0,GasA,1100,1133,2233,0.0,0.0,2,1,5,2,TA,11,0,Attchd,2.0,579.0,Y,0,0,0,0,2,WD ,141000,28
2144,7200,AllPub,CollgCr,1Fam,1Story,4,8,CBlock,Unf,385.0,GasA,875,0,875,0.0,0.0,1,0,3,1,Gd,5,0,Detchd,2.0,728.0,Y,352,0,0,0,10,WD ,117000,35
2697,6780,AllPub,IDOTRR,2fmCon,1.5Fin,6,8,CBlock,Unf,520.0,GasA,520,0,754,1.0,0.0,1,0,2,1,TA,5,0,,0.0,0.0,N,53,0,0,0,6,WD ,84500,71
1403,53227,AllPub,ClearCr,1Fam,1Story,4,6,CBlock,Unf,1364.0,GasA,1663,0,1663,1.0,0.0,1,0,2,1,Gd,6,2,Attchd,2.0,529.0,Y,224,137,0,0,3,WD ,256000,54
596,9100,AllPub,NAmes,1Fam,1Story,5,6,CBlock,Rec,925.0,GasA,925,0,925,0.0,1.0,1,0,2,1,TA,5,0,Detchd,1.0,429.0,Y,0,0,0,0,7,WD ,117500,44
922,9600,AllPub,Crawfor,1Fam,1.5Fin,5,7,BrkTil,Unf,728.0,GasA,976,332,1308,1.0,0.0,1,1,2,1,TA,7,2,Detchd,1.0,256.0,Y,0,70,0,0,6,WD ,160000,69
2065,14175,AllPub,Sawyer,1Fam,1Story,5,5,CBlock,ALQ,1240.0,GasA,1375,0,1375,1.0,0.0,1,0,3,1,TA,6,1,Attchd,1.0,323.0,Y,0,0,0,0,12,WD ,187000,51
1710,14277,AllPub,NridgHt,1Fam,2Story,8,5,PConc,Unf,1317.0,GasA,1217,1168,2385,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,3.0,818.0,Y,192,228,0,0,1,WD ,350000,4
1034,9000,AllPub,NAmes,Duplex,2Story,5,5,CBlock,Unf,896.0,GasA,896,896,1792,0.0,0.0,2,2,4,2,TA,8,0,Detchd,2.0,480.0,Y,0,45,0,0,6,WD ,133000,34
1057,13693,AllPub,NridgHt,1Fam,1Story,8,5,PConc,BLQ,2418.0,GasA,2464,0,2464,1.0,0.0,2,1,4,1,Ex,9,1,Attchd,3.0,650.0,Y,358,78,0,0,8,WD ,417500,1
470,3635,AllPub,Blmngtn,TwnhsE,1Story,7,5,PConc,Unf,1386.0,GasA,1569,0,1569,0.0,1.0,2,0,1,1,Gd,7,1,Attchd,3.0,660.0,Y,143,20,0,0,5,WD ,175900,2
819,10933,AllPub,CollgCr,1Fam,1Story,9,5,PConc,Unf,1555.0,GasA,1680,0,1680,1.0,0.0,1,1,1,1,Ex,8,1,Attchd,3.0,1138.0,Y,185,24,0,0,7,New,323262,0
2160,8450,AllPub,CollgCr,1Fam,1Story,7,5,PConc,Unf,1337.0,GasA,1337,0,1337,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,2.0,531.0,Y,0,39,0,0,10,WD ,185000,4
2552,8550,AllPub,NAmes,1Fam,1Story,6,8,CBlock,Unf,816.0,GasA,816,0,816,1.0,0.0,1,0,2,1,TA,4,1,Attchd,1.0,240.0,Y,228,0,40,0,7,WD ,129800,72
41,12182,AllPub,NridgHt,1Fam,1Story,7,5,PConc,Unf,1541.0,GasA,1541,0,1541,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,2.0,532.0,Y,0,70,0,0,5,New,220000,5
742,6120,AllPub,BrkSide,1Fam,1.5Fin,4,7,BrkTil,Unf,884.0,GasA,989,584,1573,0.0,0.0,1,0,3,1,Gd,6,0,Detchd,1.0,240.0,Y,0,0,54,0,7,WD ,133000,74
686,10800,AllPub,NAmes,1Fam,1.5Fin,4,7,CBlock,Unf,832.0,GasA,832,629,1461,0.0,0.0,2,0,4,1,TA,6,0,Detchd,1.0,384.0,Y,0,204,0,0,8,WD ,133500,60
314,12760,AllPub,Mitchel,Duplex,1Story,6,5,CBlock,Unf,1958.0,GasA,2048,0,2048,0.0,0.0,3,0,5,2,TA,9,0,2Types,2.0,776.0,Y,0,0,0,0,3,ConLD,170000,34
1630,7655,AllPub,Gilbert,1Fam,2Story,6,5,PConc,Unf,903.0,GasA,910,732,1642,0.0,0.0,2,1,3,1,TA,7,1,Attchd,2.0,392.0,Y,290,84,0,0,7,WD ,168000,14
191,10560,AllPub,OldTown,1Fam,2Story,6,7,CBlock,Unf,738.0,GasA,868,602,1470,0.0,0.0,1,1,2,1,TA,6,0,Detchd,2.0,624.0,Y,0,0,0,0,6,WD ,140750,88
1626,7500,AllPub,Gilbert,1Fam,2Story,6,5,PConc,Unf,938.0,GasA,957,1342,2299,0.0,0.0,3,1,5,1,TA,7,1,Attchd,2.0,482.0,Y,188,30,0,0,8,WD ,204000,8
59,9505,AllPub,Gilbert,1Fam,2Story,7,5,PConc,Unf,884.0,GasA,884,1151,2035,0.0,0.0,2,1,3,1,Gd,8,1,BuiltIn,2.0,434.0,Y,144,48,0,0,5,WD ,222500,9
