lot_frontage,lot_area,utilities,neighborhood,bldg_type,house_style,overall_qual,foundation,bsmt_cond,bsmtfin_type_1,bsmtfin_sf_1,total_bsmt_sf,heating,1st_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_type,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,pool_area,sale_type,saleprice,age,garage_age
65.0,8461,AllPub,CollgCr,1Fam,2Story,6,PConc,TA,Unf,0.0,728.0,GasA,728,1456,0.0,2,1,Gd,8,1,Attchd,2.0,390.0,Y,0,24,0,New,163990,1,1.0
60.0,7518,AllPub,IDOTRR,1Fam,2Story,5,BrkTil,Fa,Unf,0.0,396.0,GasA,665,1330,0.0,1,0,TA,7,0,Detchd,1.0,390.0,N,0,72,0,WD ,116500,96,5.0
72.02564102564102,8010,AllPub,Gilbert,1Fam,2Story,7,PConc,TA,Unf,0.0,840.0,GasA,840,1720,0.0,2,1,Gd,7,1,BuiltIn,2.0,400.0,Y,138,48,0,WD ,188000,6,6.0
75.19245283018869,10050,AllPub,NAmes,1Fam,SFoyer,5,CBlock,TA,GLQ,602.0,793.0,GasA,1280,1280,0.0,2,0,TA,6,1,Basment,2.0,432.0,Y,140,40,0,WD ,175000,41,41.0
38.0,4740,AllPub,StoneBr,TwnhsE,1Story,8,CBlock,TA,GLQ,248.0,1166.0,GasA,1179,1179,1.0,2,0,TA,5,0,Attchd,2.0,480.0,Y,0,108,0,WD ,182000,19,19.0
60.0,6978,AllPub,OldTown,1Fam,1Story,5,BrkTil,TA,Unf,0.0,850.0,GasA,960,960,0.0,1,0,TA,5,0,Detchd,2.0,576.0,Y,0,0,0,WD ,103000,81,26.0
88.30555555555556,11400,AllPub,NoRidge,1Fam,1Story,10,PConc,TA,GLQ,1282.0,2633.0,GasA,2633,2633,1.0,2,1,Ex,8,2,Attchd,3.0,804.0,Y,314,140,0,WD ,466500,6,6.0
66.0,9240,AllPub,NAmes,1Fam,1Story,6,CBlock,TA,ALQ,708.0,988.0,GasA,988,988,1.0,2,0,Gd,6,0,Attchd,1.0,297.0,Y,156,0,0,WD ,149500,50,50.0
24.0,2304,AllPub,NPkVill,Twnhs,1Story,7,CBlock,TA,GLQ,632.0,1061.0,GasA,1055,1055,0.0,2,0,TA,4,0,Attchd,1.0,319.0,Y,108,32,0,WD ,142500,29,29.0
54.0,7223,AllPub,Crawfor,1Fam,1Story,5,PConc,TA,BLQ,319.0,1290.0,GasA,1422,1422,0.0,1,0,TA,6,0,Detchd,1.0,352.0,Y,0,0,0,WD ,136500,81,34.0
63.0,12680,AllPub,NWAmes,1Fam,1Story,7,CBlock,Gd,GLQ,983.0,1675.0,GasA,1688,1688,1.0,2,0,Ex,6,1,Attchd,2.0,528.0,Y,0,48,0,WD ,226500,20,20.0
85.0,10176,AllPub,Gilbert,1Fam,1Story,7,PConc,TA,GLQ,637.0,1300.0,GasA,1341,1341,1.0,1,1,Gd,5,1,Attchd,2.0,506.0,Y,192,0,0,WD ,171500,20,20.0
55.0,10780,AllPub,CollgCr,1Fam,SLvl,5,CBlock,TA,ALQ,483.0,911.0,GasA,954,954,0.0,1,0,TA,6,0,Detchd,2.0,576.0,Y,0,0,0,WD ,132500,30,30.0
75.19245283018869,8544,AllPub,NAmes,Duplex,1Story,3,Slab,,,0.0,0.0,Wall,1040,1040,0.0,2,0,TA,6,0,Detchd,2.0,400.0,Y,0,0,0,WD ,87500,57,57.0
79.0,10646,AllPub,Somerst,1Fam,2Story,7,PConc,TA,GLQ,681.0,858.0,GasA,872,1789,1.0,2,1,TA,7,1,Attchd,2.0,546.0,Y,0,0,0,WD ,223000,7,7.0
80.0,8400,AllPub,NAmes,1Fam,1Story,6,CBlock,TA,Unf,0.0,1319.0,GasA,1537,1537,1.0,1,1,Gd,7,1,Attchd,2.0,462.0,Y,0,36,0,COD,174000,46,46.0
85.0,15428,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,Rec,741.0,884.0,GasA,884,884,1.0,1,0,TA,4,0,Attchd,1.0,270.0,Y,0,0,0,WD ,142000,55,55.0
81.0,11216,AllPub,Somerst,1Fam,1Story,8,PConc,Gd,Unf,0.0,1489.0,GasA,1489,1489,0.0,2,0,Gd,7,1,Attchd,2.0,776.0,Y,0,140,0,New,232600,0,0.0
78.0,10140,AllPub,NWAmes,1Fam,1Story,6,CBlock,TA,ALQ,663.0,1040.0,GasA,1309,1309,1.0,1,1,Gd,5,1,Attchd,2.0,484.0,Y,265,0,648,WD ,181000,32,32.0
42.0,3964,AllPub,MeadowV,TwnhsE,2Story,6,CBlock,TA,ALQ,837.0,942.0,GasA,1291,2521,1.0,2,1,TA,10,1,Attchd,2.0,576.0,Y,728,20,0,WD ,151400,33,33.0
98.0,11428,AllPub,NridgHt,1Fam,1Story,8,PConc,TA,Unf,0.0,1626.0,GasA,1634,1634,0.0,2,0,Gd,7,1,Attchd,3.0,866.0,Y,0,44,0,WD ,250000,1,1.0
80.0,10421,AllPub,NWAmes,1Fam,2Story,7,CBlock,TA,GLQ,394.0,980.0,GasA,980,1714,0.0,2,1,TA,7,1,Attchd,2.0,496.0,Y,228,66,0,WD ,196500,22,22.0
75.0,13500,AllPub,OldTown,1Fam,2.5Unf,7,PConc,TA,Unf,0.0,819.0,GasA,1312,2454,0.0,2,0,TA,8,1,Attchd,2.0,576.0,N,0,148,0,WD ,185000,128,57.0
75.0,9000,AllPub,NWAmes,1Fam,1Story,6,CBlock,TA,BLQ,955.0,1216.0,GasA,1216,1216,1.0,1,0,TA,5,0,Attchd,1.0,336.0,Y,0,0,0,WD ,113000,40,40.0
60.0,8089,AllPub,StoneBr,1Fam,1Story,8,PConc,TA,GLQ,945.0,1419.0,GasA,1419,1419,1.0,2,0,Gd,7,1,Attchd,2.0,567.0,Y,140,0,0,New,392000,0,0.0
35.0,9400,AllPub,Edwards,Duplex,SFoyer,6,CBlock,Gd,GLQ,945.0,945.0,GasA,980,980,0.0,2,0,TA,4,0,,0.0,0.0,Y,0,0,0,WD ,127500,31,0.0
24.0,2117,AllPub,Somerst,Twnhs,2Story,6,PConc,TA,GLQ,417.0,756.0,GasA,769,1573,0.0,2,1,Gd,4,0,Detchd,2.0,440.0,Y,0,32,0,WD ,177000,7,7.0
85.0,10625,AllPub,Somerst,1Fam,2Story,6,PConc,TA,Unf,0.0,1158.0,GasA,1158,2443,0.0,2,1,Gd,9,1,BuiltIn,3.0,744.0,Y,193,127,0,WD ,265000,3,3.0
106.0,8413,AllPub,Somerst,1Fam,2Story,8,PConc,TA,GLQ,901.0,1220.0,GasA,1220,2362,1.0,2,1,Gd,8,2,Attchd,2.0,1105.0,Y,147,0,0,WD ,312500,9,9.0
75.0,13500,AllPub,OldTown,1Fam,2.5Unf,10,BrkTil,TA,Unf,0.0,1237.0,GasA,1521,2775,0.0,3,1,Gd,9,1,Detchd,2.0,880.0,Y,105,502,0,WD ,325000,115,20.0
67.84615384615384,15676,AllPub,Veenker,1Fam,1Story,8,CBlock,Gd,ALQ,1733.0,2014.0,GasA,2014,2014,1.0,2,0,Gd,6,2,Attchd,3.0,864.0,Y,462,0,0,WD ,275000,29,29.0
82.0,9950,AllPub,NoRidge,1Fam,2Story,7,PConc,TA,GLQ,565.0,1203.0,GasA,1214,2520,0.0,2,1,Gd,9,1,Attchd,3.0,721.0,Y,224,114,0,WD ,290000,12,12.0
39.0,15410,AllPub,Sawyer,1Fam,1Story,6,CBlock,TA,BLQ,126.0,1208.0,GasA,1494,1494,1.0,2,0,TA,7,2,Attchd,2.0,461.0,Y,296,0,0,WD ,169000,36,36.0
50.0,6000,AllPub,BrkSide,1Fam,1Story,5,CBlock,TA,LwQ,616.0,616.0,GasA,616,616,0.0,1,0,TA,4,0,Detchd,1.0,205.0,Y,0,0,0,WD ,89000,85,85.0
63.0,8402,AllPub,Gilbert,1Fam,2Story,6,PConc,TA,Unf,0.0,789.0,GasA,789,1465,0.0,2,1,TA,7,1,Attchd,2.0,393.0,Y,0,75,0,WD ,180400,12,12.0
85.0,10655,AllPub,NridgHt,1Fam,1Story,8,PConc,TA,GLQ,1124.0,3206.0,GasA,1629,1629,1.0,2,0,Gd,7,1,Attchd,3.0,880.0,Y,0,0,0,WD ,284000,6,6.0
70.0,10150,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,Rec,456.0,912.0,GasA,912,912,0.0,1,0,TA,5,0,Attchd,1.0,275.0,Y,0,0,0,COD,114500,49,49.0
84.0,10084,AllPub,CollgCr,1Fam,1Story,7,PConc,TA,GLQ,24.0,1552.0,GasA,1552,1552,0.0,2,0,Gd,7,0,Attchd,3.0,782.0,Y,144,20,0,New,212900,1,1.0
67.0,16285,AllPub,CollgCr,1Fam,1Story,7,PConc,TA,Unf,0.0,1413.0,GasA,1430,1430,0.0,2,0,Gd,6,0,Attchd,2.0,605.0,Y,0,33,0,WD ,187100,8,8.0
34.0,3230,AllPub,Somerst,TwnhsE,2Story,6,PConc,TA,GLQ,419.0,729.0,GasA,729,1458,0.0,2,1,TA,5,1,Detchd,2.0,440.0,Y,0,32,0,WD ,176000,8,8.0
69.27272727272727,21579,AllPub,Crawfor,1Fam,1Story,6,PConc,TA,BLQ,813.0,1488.0,GasA,1488,1488,0.0,2,0,TA,7,2,Attchd,2.0,552.0,Y,0,0,0,CWD,215000,39,39.0
64.0,8320,AllPub,CollgCr,1Fam,2Story,7,PConc,TA,GLQ,490.0,770.0,GasA,770,1582,0.0,2,1,Gd,6,0,Attchd,2.0,520.0,Y,0,45,0,WD ,185900,4,4.0
60.0,6960,AllPub,NAmes,1Fam,1Story,4,CBlock,TA,ALQ,375.0,864.0,GasA,864,864,0.0,1,0,Gd,5,0,Detchd,2.0,660.0,Y,96,0,0,WD ,120500,39,20.0
60.0,21930,AllPub,Gilbert,1Fam,2Story,5,PConc,Gd,Unf,0.0,732.0,GasA,734,1838,0.0,2,1,TA,7,1,BuiltIn,2.0,372.0,Y,100,40,0,WD ,192140,1,1.0
60.0,6600,AllPub,Mitchel,1Fam,1Story,5,CBlock,TA,ALQ,641.0,816.0,GasA,816,816,0.0,1,0,Gd,5,1,Attchd,1.0,264.0,Y,0,0,0,WD ,130500,26,26.0
50.0,8405,AllPub,Edwards,1Fam,1.5Fin,4,Slab,,,0.0,0.0,Wall,1088,1529,0.0,2,0,TA,9,0,Detchd,1.0,240.0,N,92,0,0,WD ,98000,64,64.0
91.0,11778,AllPub,CollgCr,1Fam,1Story,9,PConc,TA,GLQ,2085.0,2271.0,GasA,2276,2276,1.0,2,0,Ex,7,2,Attchd,3.0,1348.0,Y,0,0,0,WD ,475000,0,0.0
86.0,10562,AllPub,NridgHt,1Fam,2Story,8,PConc,TA,GLQ,1288.0,1582.0,GasA,1610,2161,1.0,1,1,Ex,8,1,Attchd,3.0,789.0,Y,178,120,0,New,325624,0,0.0
44.0,12864,AllPub,Mitchel,1Fam,1Story,7,PConc,TA,GLQ,1392.0,1409.0,GasA,1409,1409,1.0,1,1,Gd,4,1,Attchd,2.0,576.0,Y,0,144,0,WD ,245000,5,5.0
66.0,13695,AllPub,SawyerW,1Fam,1Story,5,PConc,TA,GLQ,646.0,1114.0,GasA,1114,1114,1.0,1,1,Gd,6,0,Detchd,2.0,576.0,Y,0,102,0,WD ,159000,4,4.0
79.0,10289,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,ALQ,836.0,1073.0,GasA,1073,1073,1.0,1,1,TA,6,0,Attchd,2.0,515.0,Y,0,0,0,WD ,156000,42,42.0
105.0,15431,AllPub,NridgHt,1Fam,1Story,10,PConc,TA,GLQ,1767.0,3094.0,GasA,2402,2402,1.0,2,0,Ex,10,2,Attchd,3.0,672.0,Y,0,72,0,WD ,555000,1,1.0
67.84615384615384,11120,AllPub,Veenker,1Fam,1Story,6,PConc,TA,BLQ,660.0,1232.0,GasA,1232,1232,0.0,2,0,TA,6,0,Attchd,2.0,516.0,Y,0,0,0,WD ,162500,24,24.0
73.0,9069,AllPub,SawyerW,Duplex,SFoyer,6,PConc,TA,LwQ,261.0,1344.0,GasA,1440,1440,2.0,2,0,Gd,8,0,Attchd,4.0,920.0,Y,288,0,0,WD ,224500,13,13.0
72.02564102564102,47280,AllPub,Gilbert,1Fam,1Story,6,CBlock,TA,Unf,0.0,1488.0,GasA,1488,1488,0.0,2,1,TA,6,1,Attchd,2.0,738.0,Y,0,0,0,WD ,133000,58,58.0
63.0,7875,AllPub,Gilbert,1Fam,2Story,7,PConc,TA,Unf,0.0,783.0,GasA,807,1509,0.0,2,1,Gd,8,1,Attchd,2.0,393.0,Y,0,75,0,WD ,180000,3,3.0
60.0,6600,AllPub,Mitchel,1Fam,1Story,5,CBlock,TA,GLQ,638.0,845.0,GasA,845,845,0.0,1,0,Gd,6,0,Attchd,1.0,264.0,Y,0,0,0,WD ,134500,26,26.0
66.0,13682,AllPub,StoneBr,1Fam,2Story,10,PConc,TA,Unf,0.0,1410.0,GasA,1426,2945,0.0,3,1,Gd,10,1,BuiltIn,3.0,641.0,Y,192,0,0,New,438780,0,0.0
101.0,9150,AllPub,NAmes,1Fam,SLvl,6,CBlock,TA,GLQ,371.0,1099.0,GasA,1431,1431,0.0,1,0,TA,6,1,Basment,1.0,296.0,Y,64,110,0,WD ,165000,46,46.0
65.0,7150,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,BLQ,432.0,892.0,GasA,892,892,0.0,1,0,TA,5,0,Attchd,1.0,288.0,Y,0,0,0,WD ,100000,42,42.0
75.19245283018869,12285,AllPub,NAmes,1Fam,1Story,7,CBlock,TA,BLQ,544.0,1329.0,GasA,1329,1329,0.0,1,1,TA,5,2,Attchd,2.0,441.0,Y,0,0,0,WD ,176000,49,49.0
102.0,17920,AllPub,Sawyer,1Fam,1Story,5,CBlock,TA,ALQ,306.0,1763.0,GasA,1779,1779,1.0,1,1,TA,6,1,Attchd,2.0,454.0,Y,0,418,0,WD ,170000,51,51.0
53.0,3684,AllPub,Blmngtn,TwnhsE,1Story,7,PConc,TA,Unf,0.0,1373.0,GasA,1555,1555,0.0,2,0,Gd,7,1,Attchd,3.0,660.0,Y,143,20,0,WD ,174000,2,2.0
62.0,7006,AllPub,IDOTRR,1Fam,1.5Fin,6,PConc,TA,Rec,121.0,768.0,GasA,788,1236,1.0,2,0,TA,6,1,Detchd,1.0,384.0,Y,0,0,0,WD ,127000,83,23.0
77.0,8390,AllPub,Gilbert,1Fam,2Story,7,PConc,TA,Unf,0.0,831.0,GasA,873,1651,0.0,2,1,TA,7,1,BuiltIn,2.0,450.0,Y,0,103,0,WD ,185900,9,9.0
50.0,5784,AllPub,OldTown,1Fam,1Story,5,BrkTil,TA,Unf,0.0,190.0,GasA,886,886,0.0,1,0,TA,4,0,Attchd,1.0,273.0,Y,144,20,0,WD ,91300,71,71.0
70.0,9135,AllPub,CollgCr,1Fam,1Story,6,PConc,TA,GLQ,340.0,1682.0,GasA,1700,1700,1.0,2,0,Gd,7,0,Attchd,2.0,544.0,Y,192,23,0,WD ,200000,3,3.0
78.0,10496,AllPub,NAmes,1Fam,1.5Fin,6,CBlock,TA,Rec,196.0,1040.0,GasA,1168,1846,0.0,2,0,TA,7,1,Attchd,1.0,315.0,Y,0,0,0,WD ,143000,58,58.0
72.77464788732394,13650,AllPub,Sawyer,1Fam,1.5Fin,5,CBlock,TA,ALQ,57.0,1052.0,GasA,1252,1920,1.0,2,0,Gd,8,1,Attchd,2.0,451.0,Y,0,0,0,WD ,172500,48,48.0
67.0,8308,AllPub,Edwards,1Fam,1Story,4,CBlock,TA,BLQ,132.0,1088.0,GasA,1088,1088,0.0,1,0,TA,4,0,Detchd,2.0,520.0,P,0,0,0,COD,110000,44,5.0
75.19245283018869,9450,AllPub,NAmes,1Fam,1Story,4,CBlock,TA,BLQ,775.0,1040.0,GasA,1362,1362,1.0,1,0,TA,6,1,Attchd,3.0,768.0,Y,0,0,0,WD ,140000,52,27.0
78.0,9317,AllPub,CollgCr,1Fam,1Story,6,PConc,TA,GLQ,24.0,1314.0,GasA,1314,1314,0.0,2,0,Gd,6,1,Attchd,2.0,440.0,Y,0,22,0,WD ,176432,1,1.0
70.49333333333334,7153,AllPub,SawyerW,1Fam,1Story,6,CBlock,TA,GLQ,1200.0,1278.0,GasA,1294,1294,1.0,2,0,Gd,6,0,Attchd,2.0,496.0,Y,112,51,0,WD ,179200,17,17.0
68.0,8814,AllPub,CollgCr,1Fam,1Story,7,PConc,TA,GLQ,925.0,1274.0,GasA,1274,1274,1.0,2,0,Gd,6,0,Attchd,2.0,508.0,Y,264,98,0,New,203000,2,2.0
83.0,9849,AllPub,Somerst,1Fam,1Story,7,PConc,TA,Unf,0.0,1689.0,GasA,1689,1689,0.0,2,0,Gd,7,0,Attchd,3.0,954.0,Y,0,56,0,New,248328,0,0.0
79.0,14463,AllPub,Timber,1Fam,1Story,9,PConc,TA,GLQ,1115.0,1641.0,GasA,1641,1641,1.0,2,0,Ex,7,0,Attchd,3.0,885.0,Y,0,95,0,WD ,316500,1,1.0
50.0,5190,AllPub,Edwards,1Fam,1.5Fin,7,CBlock,TA,Unf,0.0,570.0,GasA,617,1079,0.0,1,0,TA,5,1,Attchd,1.0,249.0,Y,135,0,0,WD ,125600,60,60.0
65.0,9750,AllPub,OldTown,1Fam,1Story,5,CBlock,TA,Rec,200.0,984.0,GasA,984,984,1.0,1,0,Fa,5,0,Detchd,1.0,308.0,N,0,0,0,WD ,110000,49,49.0
50.0,6000,AllPub,OldTown,1Fam,1Story,4,PConc,TA,ALQ,250.0,960.0,GasA,960,960,0.0,1,0,Fa,5,0,Detchd,1.0,308.0,Y,0,0,0,WD ,108500,87,10.0
66.0,8712,AllPub,IDOTRR,1Fam,1Story,5,CBlock,TA,Unf,0.0,540.0,GasA,1044,1044,0.0,1,0,Fa,4,0,Basment,2.0,504.0,N,0,0,0,WD ,55993,58,58.0
69.0,11851,AllPub,OldTown,1Fam,1.5Fin,5,BrkTil,TA,BLQ,780.0,1027.0,GasA,1027,1633,0.0,1,0,Gd,7,1,Detchd,1.0,240.0,Y,0,100,0,WD ,129000,62,62.0
54.0,13811,AllPub,Timber,1Fam,1Story,6,CBlock,Gd,GLQ,980.0,1112.0,GasA,1137,1137,1.0,2,0,Gd,5,1,Attchd,2.0,551.0,Y,125,0,0,WD ,176000,19,19.0
83.0,10143,AllPub,NAmes,1Fam,1Story,6,CBlock,TA,Rec,384.0,1380.0,GasA,1380,1380,0.0,1,1,TA,6,0,Attchd,1.0,364.0,Y,0,0,0,WD ,154000,46,46.0
93.0,18265,AllPub,Timber,1Fam,1Story,6,CBlock,Gd,GLQ,920.0,1256.0,GasA,1256,1256,0.0,2,0,Gd,6,1,Attchd,2.0,578.0,Y,282,0,0,WD ,180000,22,22.0
44.0,4224,AllPub,MeadowV,TwnhsE,1Story,5,PConc,TA,ALQ,874.0,1142.0,GasA,1142,1142,1.0,1,1,TA,6,1,Attchd,2.0,528.0,Y,536,90,0,WD ,134000,31,31.0
84.0,12615,AllPub,Edwards,1Fam,1Story,6,CBlock,Gd,ALQ,477.0,1202.0,GasA,2158,2158,1.0,2,0,Gd,7,1,Attchd,2.0,576.0,Y,0,29,0,WD ,243000,57,57.0
85.0,14536,AllPub,Timber,1Fam,1Story,8,PConc,TA,GLQ,1300.0,1616.0,GasA,1629,1629,1.0,2,0,Gd,9,1,Attchd,3.0,808.0,Y,0,252,0,WD ,270000,5,5.0
71.0,9187,AllPub,Mitchel,1Fam,1Story,6,PConc,TA,ALQ,336.0,1084.0,GasA,1080,1080,0.0,1,1,TA,5,0,Attchd,2.0,484.0,Y,120,0,0,WD ,134000,24,24.0
90.0,9900,AllPub,NoRidge,1Fam,2Story,7,PConc,TA,GLQ,987.0,1347.0,GasA,1372,2646,1.0,2,1,Gd,9,1,Attchd,3.0,656.0,Y,340,60,0,WD ,260000,16,16.0
64.0,8333,AllPub,CollgCr,1Fam,2Story,7,PConc,TA,Unf,0.0,738.0,GasA,738,1491,0.0,2,1,Gd,7,1,Attchd,2.0,484.0,Y,100,30,0,WD ,168675,1,1.0
72.02564102564102,10147,AllPub,Gilbert,1Fam,SLvl,6,PConc,TA,LwQ,186.0,392.0,GasA,924,1694,0.0,2,1,TA,7,1,BuiltIn,2.0,398.0,Y,256,64,0,WD ,160000,13,13.0
44.0,5914,AllPub,OldTown,1Fam,1.5Fin,5,BrkTil,TA,Unf,0.0,684.0,GasA,684,1080,0.0,1,0,Gd,5,0,,0.0,0.0,N,0,165,0,WD ,95000,118,0.0
79.0,11646,AllPub,CollgCr,1Fam,2Story,6,PConc,TA,Unf,0.0,704.0,GasA,704,1422,0.0,2,1,Gd,7,1,Attchd,2.0,440.0,Y,36,28,0,WD ,173000,4,4.0
60.0,7200,AllPub,Somerst,1Fam,1Story,7,PConc,Gd,Unf,0.0,1293.0,GasA,1301,1301,1.0,2,0,Gd,5,1,Attchd,2.0,572.0,Y,216,121,0,New,187750,0,0.0
46.0,20544,AllPub,NWAmes,1Fam,2Story,7,CBlock,TA,Unf,0.0,791.0,GasA,1236,2093,0.0,2,1,TA,7,1,Attchd,2.0,542.0,Y,364,63,0,WD ,215000,22,22.0
72.77464788732394,9981,AllPub,Sawyer,1Fam,1Story,5,CBlock,TA,BLQ,221.0,1073.0,GasA,1073,1073,0.0,1,0,TA,6,0,Attchd,1.0,270.0,Y,0,90,0,WD ,120000,41,41.0
70.0,8251,AllPub,Somerst,1Fam,1Story,7,PConc,Gd,GLQ,778.0,1494.0,GasA,1506,1506,1.0,2,0,Gd,7,1,Attchd,2.0,672.0,Y,192,35,0,WD ,249000,2,2.0
78.0,10140,AllPub,NWAmes,1Fam,1Story,7,CBlock,TA,BLQ,553.0,1334.0,GasA,1334,1334,1.0,2,0,TA,7,0,Attchd,2.0,477.0,Y,0,20,0,WD ,164500,39,39.0
62.802547770700635,5700,AllPub,OldTown,1Fam,2Story,7,BrkTil,TA,Rec,336.0,672.0,GasA,672,1344,1.0,1,1,Gd,6,1,Attchd,2.0,456.0,Y,0,0,0,WD ,140000,78,28.0
60.0,7200,AllPub,NAmes,1Fam,1Story,5,CBlock,Gd,ALQ,630.0,732.0,GasA,732,732,1.0,1,0,TA,4,0,Detchd,1.0,240.0,Y,0,68,0,WD ,118900,57,57.0
71.0,9178,AllPub,CollgCr,1Fam,1Story,8,PConc,TA,Unf,0.0,1468.0,GasA,1468,1468,0.0,2,0,Gd,6,1,Attchd,3.0,904.0,Y,192,142,0,WD ,239900,1,1.0
53.0,4043,AllPub,NPkVill,TwnhsE,1Story,6,CBlock,TA,ALQ,727.0,1069.0,GasA,1069,1069,0.0,2,0,TA,4,1,Attchd,2.0,440.0,Y,0,55,0,WD ,146300,31,31.0
26.80952380952381,4224,AllPub,MeadowV,TwnhsE,1Story,5,PConc,TA,GLQ,769.0,1040.0,GasA,1040,1040,0.0,1,0,TA,6,0,Attchd,2.0,499.0,Y,0,100,0,WD ,124000,33,33.0
75.0,11235,AllPub,Sawyer,2fmCon,SFoyer,5,CBlock,TA,ALQ,925.0,925.0,GasA,999,999,1.0,1,0,TA,6,0,Detchd,1.0,308.0,Y,40,176,0,WD ,130000,44,44.0
65.0,8450,AllPub,SawyerW,1Fam,1Story,7,PConc,TA,Unf,0.0,1349.0,GasA,1349,1349,0.0,2,0,TA,6,0,Attchd,2.0,539.0,Y,120,55,0,WD ,179000,7,7.0
99.0,11851,AllPub,Gilbert,1Fam,1Story,7,PConc,TA,Unf,0.0,1424.0,GasA,1442,1442,0.0,2,0,TA,5,0,Attchd,2.0,500.0,Y,0,34,0,WD ,180500,19,19.0
47.0,4608,AllPub,OldTown,1Fam,1Story,4,CBlock,TA,Unf,0.0,747.0,GasA,747,747,0.0,1,0,TA,4,0,Attchd,1.0,220.0,Y,0,0,0,WD ,80000,65,65.0
78.0,9262,AllPub,Somerst,1Fam,1Story,8,PConc,TA,Unf,0.0,1573.0,GasA,1578,1578,0.0,2,0,Ex,7,1,Attchd,3.0,840.0,Y,0,36,0,New,287090,1,1.0
70.0,12702,AllPub,OldTown,1Fam,1Story,5,PConc,,,0.0,0.0,GasA,882,882,0.0,1,0,TA,4,0,Detchd,1.0,308.0,Y,0,45,0,WD ,97000,52,52.0
47.25,2938,AllPub,Blmngtn,TwnhsE,1Story,7,PConc,TA,GLQ,1038.0,1368.0,GasA,1511,1511,1.0,2,0,Gd,5,1,Attchd,2.0,398.0,Y,130,30,0,WD ,246990,4,4.0
160.0,18160,AllPub,Gilbert,1Fam,1Story,6,CBlock,TA,BLQ,550.0,1302.0,GasA,1128,1128,1.0,1,0,TA,6,1,Attchd,2.0,480.0,P,0,108,0,WD ,154204,43,43.0
76.0,11355,AllPub,NAmes,1Fam,1Story,7,CBlock,TA,BLQ,637.0,1312.0,GasA,1312,1312,0.0,1,1,TA,6,1,Attchd,2.0,495.0,Y,0,304,0,WD ,186000,50,50.0
21.0,1680,AllPub,BrDale,Twnhs,2Story,5,CBlock,TA,Rec,350.0,630.0,GasA,630,1302,0.0,2,1,TA,6,0,Detchd,1.0,264.0,Y,0,0,0,WD ,111750,36,36.0
110.0,14300,AllPub,NridgHt,1Fam,1Story,9,PConc,TA,GLQ,1373.0,2846.0,GasA,2696,2696,1.0,2,1,Ex,10,2,Attchd,3.0,958.0,Y,220,150,0,WD ,500000,7,7.0
65.0,10616,AllPub,CollgCr,1Fam,2Story,7,PConc,TA,Unf,0.0,628.0,GasA,628,1356,0.0,2,1,Gd,6,1,BuiltIn,2.0,484.0,Y,100,24,0,New,177439,1,1.0
96.0,11308,AllPub,NridgHt,1Fam,2Story,9,PConc,TA,GLQ,936.0,1104.0,GasA,1130,2184,1.0,2,1,Ex,10,1,Attchd,3.0,836.0,Y,0,102,0,WD ,335000,1,1.0
80.0,10480,AllPub,NWAmes,1Fam,2Story,7,CBlock,TA,ALQ,403.0,803.0,GasA,1098,1964,0.0,2,1,TA,8,1,Attchd,2.0,483.0,Y,0,69,0,WD ,205000,32,32.0
35.0,5118,AllPub,StoneBr,TwnhsE,1Story,8,PConc,TA,GLQ,926.0,1312.0,GasA,1321,1321,1.0,1,0,Gd,4,1,Attchd,2.0,484.0,Y,0,64,0,WD ,212000,17,17.0
44.0,3811,AllPub,Crawfor,TwnhsE,1Story,8,PConc,TA,GLQ,1373.0,1594.0,GasA,1646,1646,1.0,2,0,Gd,5,1,Attchd,2.0,525.0,Y,128,53,0,WD ,246000,6,6.0
80.96551724137932,10825,AllPub,NWAmes,1Fam,1Story,7,CBlock,TA,GLQ,747.0,1260.0,GasA,1260,1260,1.0,2,0,TA,6,0,Attchd,2.0,598.0,Y,152,0,0,WD ,181900,25,25.0
50.0,5500,AllPub,OldTown,1Fam,1.5Fin,5,BrkTil,TA,LwQ,234.0,926.0,GasA,926,1316,1.0,1,0,TA,6,0,Detchd,2.0,484.0,Y,0,0,0,WD ,130000,81,36.0
60.0,9600,AllPub,OldTown,1Fam,2Story,5,BrkTil,Fa,Unf,0.0,264.0,GasA,768,1432,0.0,2,0,TA,7,0,Detchd,2.0,360.0,Y,270,0,0,WD ,132000,97,97.0
75.0,9317,AllPub,SawyerW,1Fam,2Story,7,PConc,Gd,GLQ,497.0,779.0,GasA,1029,1958,1.0,2,1,Gd,7,1,Attchd,2.0,499.0,Y,202,93,0,CWD,220000,13,13.0
70.75324675324676,11838,AllPub,CollgCr,1Fam,1Story,8,PConc,TA,Unf,0.0,1753.0,GasA,1788,1788,0.0,2,0,Ex,7,1,Attchd,2.0,522.0,Y,202,151,0,WD ,236500,8,8.0
